pattern,is_exact
+908%079910%%,0
+908%08403%%%,0
+908%088%24%%,0
+908%08880%%%,0
+908%090000%%,0
+908%090001%%,0
+908%090014%%,0
+908%090020%%,0
+90850%%%0%%%,0
+90850%11%%%%,0
+90850%11%0%%,0
+90850%4%74%%,0
+90850%4%76%%,0
+90850%4%88%%,0
+90850%4003%%,0
+90850%5%4%%%,0
+90850%5503%%,0
+90850%7%03%%,0
+90850%7001%%,0
+90850%7305%%,0
+90850%7311%%,0
+90850%7312%%,0
+90850%7318%%,0
+90850%7401%%,0
+90850%7403%%,0
+90850%75%%%%,0
+90850%751%%%,0
+90850%7817%%,0
+90850%8%%2%%,0
+90850%8%%9%%,0
+90850%8%0%%%,0
+90850%8%10%%,0
+90850%8%12%%,0
+90850%8%13%%,0
+90850%8%19%%,0
+90850%80%%%%,0
+90850%80%2%%,0
+90850%80%7%%,0
+90850%800%%%,0
+90850%8007%%,0
+90850%803%%%,0
+90850%8050%%,0
+90850%808%%%,0
+90850%8083%%,0
+90850%8093%%,0
+90850%8099%%,0
+90850%90%6%%,0
+90850%9016%%,0
+90850%990%%%,0
+90850%9900%%,0
+90850%991%%%,0
+90850%9910%%,0
+908502%%03%%,0
+908502%%80%%,0
+908502%403%%,0
+9085021055%%,0
+9085022%05%%,0
+9085022085%%,0
+9085022218%%,0
+9085022234%%,0
+9085024%90%%,0
+9085025252%%,0
+9085025500%%,0
+9085027%0%%%,0
+9085027%03%%,0
+9085027%05%%,0
+9085027403%%,0
+90850275%7%%,0
+90850275%8%%,0
+9085027517%%,0
+9085027518%%,0
+9085027519%%,0
+9085027522%%,0
+9085030442%%,0
+908503255%%%,0
+9085034%%2%%,0
+90850390%0%%,0
+9085039060%%,0
+9085039063%%,0
+9085039065%%,0
+908504%%1%%%,0
+908504%305%%,0
+908504415%%%,0
+9085047%%%%%,0
+9085047%01%%,0
+9085047%04%%,0
+9085047%05%%,0
+9085047%10%%,0
+9085047%77%%,0
+9085047303%%,0
+9085047304%%,0
+9085047305%%,0
+90850480%%%%,0
+9085048002%%,0
+9085048005%%,0
+9085048006%%,0
+9085048007%%,0
+9085048008%%,0
+9085048009%%,0
+9085048015%%,0
+9085048016%%,0
+9085048049%%,0
+908504807%%%,0
+9085048077%%,0
+9085048089%%,0
+9085048090%%,0
+9085048095%%,0
+9085048096%%,0
+90850484%%%%,0
+90850484%2%%,0
+90850484%3%%,0
+90850484%4%%,0
+90850484%5%%,0
+90850484%7%%,0
+908504840%%%,0
+9085048401%%,0
+9085048402%%,0
+9085048409%%,0
+908504841%%%,0
+9085048413%%,0
+9085048415%%,0
+9085048416%%,0
+9085048417%%,0
+9085048418%%,0
+9085048550%%,0
+90850490%6%%,0
+9085049014%%,0
+9085049015%%,0
+9085049016%%,0
+908505%%%%%%,0
+908505%%%6%%,0
+908505%%0%%%,0
+908505%%16%%,0
+908505%%27%%,0
+908505%%65%%,0
+908505%%68%%,0
+908505%005%%,0
+908505%007%%,0
+908505%008%%,0
+908505%009%%,0
+908505%051%%,0
+908505%208%%,0
+908505%226%%,0
+908505%269%%,0
+9085052008%%,0
+9085052009%%,0
+9085052020%%,0
+9085052023%%,0
+9085052024%%,0
+9085052025%%,0
+9085052027%%,0
+9085052054%%,0
+9085053%%9%%,0
+9085053%8%%%,0
+9085053203%%,0
+9085053218%%,0
+9085053239%%,0
+9085053254%%,0
+9085053269%%,0
+90850533%0%%,0
+90850533%3%%,0
+908505330%%%,0
+9085053303%%,0
+9085053304%%,0
+9085053305%%,0
+9085053319%%,0
+9085053320%%,0
+908505333%%%,0
+9085053330%%,0
+9085053335%%,0
+9085054270%%,0
+9085055%3%%%,0
+9085055%30%%,0
+90850551%8%%,0
+9085055792%%,0
+9085056%48%%,0
+9085058%0%%%,0
+9085058%00%%,0
+9085058%08%%,0
+90850586%0%%,0
+908505860%%%,0
+9085058600%%,0
+9085058602%%,0
+9085058603%%,0
+90850591%8%%,0
+9085059146%%,0
+9085059500%%,0
+9085059504%%,0
+90850678%7%%,0
+9085067817%%,0
+9085070100%%,0
+9085070118%%,0
+90850711%0%%,0
+90850711%5%%,0
+908507111%%%,0
+9085071120%%,0
+9085071122%%,0
+9085071130%%,0
+9085073701%%,0
+9085079900%%,0
+9085079901%%,0
+9085079910%%,0
+9085079917%%,0
+908509000%%%,0
+9085090001%%,0
+9085090020%%,0
+93%213%%6%%,0
+93%213556%%,0
+96%456357%%,0
+96%456383%%,0
+961%%632%%%,0
+9614%6%24%%,0
+9614%6324%%,0
+961456%57%%,0
+961456%8%%%,0
+961456357%%,0
+961456383%%,0
+9954288%8%%%,0
1%%,0
2%%,0
2%3%151%1%%,0
2%3%15921%%,0
2%3%15931%%,0
2%361%361%%,0
24%%15921%%,0
24%61%261%%,0
243%1%%%1%%,0
243%1%2%1%%,0
243%1%941%%,0
243%15%81%%,0
243%153%1%%,0
243%154%1%%,0
243%159%1%%,0
243%15921%%,0
243%15951%%,0
243%15971%%,0
24361%461%%,0
24361%661%%,0
24361%761%%,0
243615991%%,0
3%05%7156%%,0
3%05%7162%%,0
34%%,0
38%%471%6%%,0
380%%71%3%%,0
380%%71%6%%,0
380%1%227%%,0
380%47%%3%%,0
380%47%%6%%,0
380%471%3%%,0
380%471%6%%,0
3805%%156%%,0
3805%%162%%,0
3805%7%62%%,0
3805%715%%%,0
3805%7156%%,0
3805%7162%%,0
3805471%1%%,0
38061%227%%,0
47947921%%%,0
5%%,0
51%%,0
7%%%,0
8333%%%,0
AC% KOLE%%,0
ACI KU%%,0
AD%L CEL%%,0
AHM%T IP%%,0
AHMET C%%,0
AHMET CAK%%,0
AI%D%CT%%,0
AK%U CAR%%,0
AKD%NIZ B%%,0
AME%IKNKL%%,0
AME%KNKL%%,0
AMERIKANK%%,0
ANGEL%M%M%%,0
ARNAK T%%,0
ATAB%%,0
AVANTAJGR%%,0
AVSINANOG%%,0
AYDIN OZ%%,0
B%REB%%,0
B%REV%%,0
BAKI ERS%%,0
BAN%%,0
BE%ETT%%,0
BEYDAG%%,0
BI%EY KU%%,0
BIL KU%%,0
BIT%%,0
BLU %NK%%%,0
BYE%%,0
C%%TO%%,0
CADD%%,0
CARSI% A%%,0
CAV%T A%%,0
CHP %NT%L%%,0
COZUMTS%%%,0
CRIF %L%C%%,0
CUMHURTAS%%,0
DA% YA%%,0
DEKOR YA%%,0
DENTGRO%%,0
DER%DUNYA%%,0
DESTEK%%,0
DIGI FIRS%%,0
DIYAL%%,0
DOG%LEC%%,0
DS D%M%%,0
DUYM%%,0
E DIJIT%%,0
E%%,0
E%%NEV%%,0
EFSANECAD%%,0
EGE YA%%,0
EKOP%%,0
EKREMCELE%%,0
ELIZ% MO%%,0
EN%ERESER%%,0
ENCAZ%%,0
ER%Y C%%,0
ERL%LET%S%%,0
ERSAG HA%%,0
ESTEC%%%,0
EV%N%ERNE%%,0
EVD%%,0
F%DAN HA%%,0
FENB%L%%%%,0
FENB%L%ML%%,0
FENB%LMLE%%,0
FIBERAD%%,0
FIN%NSDUN%%,0
FINAL KU%%,0
FIRSAT A%%,0
FLO%M%%,0
FMKOCA%SP%%,0
FUZUL %%,0
G%OSS M%%,0
G%RNEKOLE%%,0
GAZI KU%%,0
GELISIM L%%,0
GOKB%%,0
GURSE% ER%%,0
GUVEN TAK%%,0
GUVENCE%%,0
GUZELL%%,0
H%K%%IFIN%%,0
H%MZ% D%%,0
HADILI%%,0
HAL% FUA%%,0
HALILOZTU%%,0
HANG%KRE%%,0
HOT%%,0
HZAYSEV%%,0
I%%,0
I%K SEN %%,0
IB%-I SI%%,0
ID%%,0
IDOL%%,0
ILH%%-DUM%%,0
JU%TENGLI%%,0
KARPEFIN%%,0
KAV%AMKU%%,0
KING%%,0
KIZIL%%,0
KO%B% BAK%%,0
KO%UOKULL%%,0
KOKPITKOL%%,0
LEVEN% HA%%,0
LIBERAL%%,0
LUIS BI%%,0
M%RAS%M%%,0
M%TILL%K%%%,0
MA%ATYA B%%,0
MEDICE%%,0
MERLIN%%%%,0
MOBILDO%%,0
MONE%%,0
N%%,0
N%L%%,0
NANE%%%%,0
NATROKM%%,0
NL% GR%%,0
NONA%%,0
OLIVEMARK%%,0
ONURMARK%%,0
OYK% D%R%%,0
OZ%EM UR%%,0
OZNUR CAL%%,0
PAPA JOHN%%,0
PARANT%%,0
PARKER %%%,0
PASA DON%%,0
PAULMA%%,0
PAYDARMAR%%,0
PE%AT%ANS%%,0
Q GYM S%%,0
RAF%TZ%YB%%,0
REEL %L%C%%,0
RGN%LET%S%%,0
RUBILMARK%%,0
S%P%%MARK%%,0
SADABADOT%%,0
SALTA%ATO%%,0
SENOL H%%%%,0
SENOLH%%%%,0
SERDVNAKD%%,0
SERK%NTOP%%,0
SEVGI%%,0
SINI BOR%%,0
SUPERM%%,0
SUVA%%,0
SUW%%,0
T%ABZONT%%%,0
T%FISAC%%,0
TEKNO%%,0
TOFI%%,0
TOLGA YAG%%,0
TUGBA VE%%,0
TUR%%,0
TURAN%%,0
UCUZ-N%%,0
UGU% KU%%,0
UMRANIYEB%%,0
URAW %OZM%%,0
VAVACA%%,0
VITAMINSH%%,0
VUSL%%,0
Y%S%K%KPN%%,0
YA%OVA B%%,0
YENI%EHRG%%,0
YESILM%R%%,0
YMN D%ST%%,0
YUKSELS19%%,0
Z%LA OY%%,0
Z%RNA D%R%%,0
Z%S FOR%%,0
Z%YN%L %M%%,0
+902127053327,1
+902127065148,1
+902129220066,1
+902129220071,1
+902129220075,1
+902129220284,1
+902129220343,1
+902129220355,1
+902129220373,1
+902129220375,1
+902129220397,1
+902129220447,1
+902129220549,1
+902129220662,1
+902129220663,1
+902129220665,1
+902129220669,1
+902129220672,1
+902129220693,1
+902129220694,1
+902129220736,1
+902129220791,1
+902129220822,1
+902129220860,1
+902129220946,1
+902129221267,1
+902129221321,1
+902129221398,1
+902129221425,1
+902129221427,1
+902129221468,1
+902129221485,1
+902129221658,1
+902129221764,1
+902129222996,1
+902129223279,1
+902129224057,1
+902129224072,1
+902129224160,1
+902129224178,1
+902129224230,1
+902129224238,1
+902129224305,1
+902129452278,1
+902129452899,1
+902162030696,1
+902162050268,1
+902162050399,1
+902162662736,1
+902169902138,1
+902169902732,1
+903124040738,1
+903124040783,1
+903124520317,1
+903125616023,1
+903125616035,1
+903125616073,1
+903125680447,1
+903127030598,1
+903128900667,1
+903129118028,1
+905344511000,1
+905535386701,1
+908502700712,1
+908503010371,1
+908503010823,1
+908503099751,1
+908504300213,1
+908504300388,1
+908504301319,1
+908504301875,1
+908504304139,1
+908504304493,1
+908504304572,1
+908504304580,1
+908504304680,1
+908504304843,1
+908504305461,1
+908504306124,1
+908504306712,1
+908504306728,1
+908504306839,1
+908504306849,1
+908504430216,1
+908504431286,1
+908504432902,1
+908504801591,1
+908504801593,1
+908504840389,1
+908504840405,1
+908504840457,1
+908504840461,1
+908504840849,1
+908504840883,1
+908504841186,1
+908504841464,1
+908504841480,1
+908504841520,1
+908504841633,1
+908504841652,1
+908504841667,1
+908504841671,1
+908504841674,1
+908504841684,1
+908504841760,1
+908504841765,1
+908504841785,1
+908504841791,1
+908504841827,1
+908504841882,1
+908504841947,1
+908504841967,1
+908504842086,1
+908504842155,1
+908504842174,1
+908504842230,1
+908504842231,1
+908504842276,1
+908504842310,1
+908504842426,1
+908504842430,1
+908504842442,1
+908504842476,1
+908504842548,1
+908504842558,1
+908504842756,1
+908504842772,1
+908504842787,1
+908504842814,1
+908504842840,1
+908504842987,1
+908504843011,1
+908504843512,1
+908504843621,1
+908505120007,1
+908505120008,1
+908505120014,1
+908505120027,1
+908505120109,1
+908505120244,1
+908505120250,1
+908505120251,1
+908505120335,1
+908505120338,1
+908505120349,1
+908505120359,1
+908505120361,1
+908505120442,1
+908505120476,1
+908505120478,1
+908505120484,1
+908505120573,1
+908505120675,1
+908505120676,1
+908505120724,1
+908505120791,1
+908505120795,1
+908505120969,1
+908505120975,1
+908505600625,1
+908505602051,1
+908505602440,1
+908505602467,1
+908505602715,1
+908505602719,1
+908505602816,1
+908507710374,1
+908507710561,1
+908507710571,1
+908507710576,1
+908507711476,1
+908509010328,1
+908509010352,1
+908509010417,1
+908509010576,1
+908509010588,1
+908509010598,1
+908509010646,1
+908509010672,1
+908509010676,1
+908509010677,1
+908509010678,1
+908509010688,1
+908509010713,1
+908509010744,1
+908509010747,1
+908509010760,1
+908509010790,1
+908509010795,1
+908509010799,1
+908509010806,1
+908509010824,1
+908509010854,1
+908509010866,1
+908509010870,1
+908509010889,1
+908509010914,1
+908509010932,1
+908509010941,1
+908509010961,1
+908509449501,1
